Rank,Movie,Production Budget,MPAA Rating,Genre,Date,Gross,Theaters,Days
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"May 26, 2022","$19,300,000",0,0
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"May 27, 2022","$52,012,661",4735,1
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"May 28, 2022","$38,017,701",4735,2
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"May 29, 2022","$36,677,097",4735,3
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"May 30, 2022","$33,807,521",4735,4
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"May 31, 2022","$15,800,746",4735,5
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jun 1, 2022","$14,821,417",4735,6
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jun 2, 2022","$14,466,868",4735,7
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jun 3, 2022","$25,006,817",4751,8
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jun 4, 2022","$36,008,145",4751,9
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jun 5, 2022","$29,022,049",4751,10
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jun 6, 2022","$12,402,196",4751,11
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jun 7, 2022","$13,765,401",4751,12
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jun 8, 2022","$12,402,113",4751,13
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jun 9, 2022","$9,133,204",4751,14
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jun 10, 2022","$14,206,605",4262,15
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jun 11, 2022","$20,111,627",4262,16
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jun 12, 2022","$17,537,112",4262,17
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jun 13, 2022","$6,632,341",4262,18
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jun 14, 2022","$7,555,031",4262,19
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jun 15, 2022","$6,578,251",4262,20
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jun 16, 2022","$6,202,642",4262,21
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jun 17, 2022","$11,102,048",4035,22
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jun 18, 2022","$15,841,521",4035,23
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jun 19, 2022","$17,711,506",4035,24
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jun 20, 2022","$7,932,946",4035,25
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jun 21, 2022","$5,989,391",4035,26
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jun 22, 2022","$5,476,223",4035,27
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jun 23, 2022","$5,001,644",4035,28
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jun 24, 2022","$8,316,087",3948,29
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jun 25, 2022","$12,052,751",3948,30
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jun 26, 2022","$9,245,301",3948,31
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jun 27, 2022","$4,607,973",3948,32
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jun 28, 2022","$4,718,270",3948,33
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jun 29, 2022","$4,305,954",3948,34
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jun 30, 2022","$4,006,207",3948,35
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jul 1, 2022","$7,186,162",3843,36
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jul 2, 2022","$9,767,396",3843,37
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jul 3, 2022","$8,933,634",3843,38
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jul 4, 2022","$6,371,672",3843,39
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jul 5, 2022","$4,461,739",3843,40
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jul 6, 2022","$3,806,920",3843,41
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jul 7, 2022","$2,903,223",3843,42
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jul 8, 2022","$4,506,225",3513,43
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jul 9, 2022","$6,324,309",3513,44
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jul 10, 2022","$4,675,996",3513,45
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jul 11, 2022","$2,041,252",3513,46
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jul 12, 2022","$2,467,488",3513,47
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jul 13, 2022","$2,078,744",3513,48
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jul 14, 2022","$1,962,441",3513,49
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jul 15, 2022","$3,468,617",3292,50
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jul 16, 2022","$4,958,458",3292,51
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jul 17, 2022","$3,879,306",3292,52
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jul 18, 2022","$1,855,688",3292,53
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jul 19, 2022","$2,002,436",3292,54
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jul 20, 2022","$1,749,579",3292,55
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jul 21, 2022","$1,689,235",3292,56
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jul 22, 2022","$2,788,380",3160,57
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jul 23, 2022","$4,188,817",3160,58
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jul 24, 2022","$3,293,798",3160,59
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jul 25, 2022","$1,503,127",3160,60
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jul 26, 2022","$1,733,034",3160,61
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jul 27, 2022","$1,392,305",3160,62
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jul 28, 2022","$1,438,352",3160,63
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jul 29, 2022","$2,408,286",3008,64
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jul 30, 2022","$3,354,632",3008,65
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Jul 31, 2022","$2,644,672",3008,66
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Aug 1, 2022","$1,308,232",3008,67
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Aug 2, 2022","$1,426,383",3008,68
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Aug 3, 2022","$1,221,565",3008,69
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Aug 4, 2022","$1,212,774",3008,70
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Aug 5, 2022","$1,925,272",2760,71
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Aug 6, 2022","$2,894,433",2760,72
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Aug 7, 2022","$2,217,741",2760,73
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Aug 8, 2022","$1,056,561",2760,74
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Aug 9, 2022","$1,215,382",2760,75
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Aug 10, 2022","$941,076",2760,76
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Aug 11, 2022","$940,836",2760,77
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Aug 12, 2022","$1,976,161",3181,78
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Aug 13, 2022","$2,976,457",3181,79
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Aug 14, 2022","$2,100,344",3181,80
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Aug 15, 2022","$866,238",3181,81
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Aug 16, 2022","$1,096,446",3181,82
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Aug 17, 2022","$965,845",3181,83
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Aug 18, 2022","$871,798",3181,84
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Aug 19, 2022","$1,572,726",2969,85
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Aug 20, 2022","$2,533,580",2969,86
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Aug 21, 2022","$1,811,949",2969,87
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Aug 22, 2022","$780,759",2969,88
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Aug 23, 2022","$901,109",2969,89
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Aug 24, 2022","$677,418",2969,90
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Aug 25, 2022","$660,482",2969,91
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Aug 26, 2022","$1,354,937",2962,92
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Aug 27, 2022","$2,082,695",2962,93
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Aug 28, 2022","$1,284,859",2962,94
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Aug 29, 2022","$492,616",2962,95
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Aug 30, 2022","$691,915",2962,96
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Aug 31, 2022","$493,154",2962,97
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Sep 1, 2022","$466,711",2962,98
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Sep 2, 2022","$1,106,426",3113,99
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Sep 3, 2022","$2,617,003",3113,100
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Sep 4, 2022","$2,290,699",3113,101
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Sep 5, 2022","$1,906,497",3113,102
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Sep 6, 2022","$510,592",3113,103
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Sep 7, 2022","$382,908",3113,104
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Sep 8, 2022","$336,475",3113,105
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Sep 9, 2022","$842,619",3005,106
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Sep 10, 2022","$1,461,947",3005,107
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Sep 11, 2022","$852,661",3005,108
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Sep 12, 2022","$270,658",3005,109
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Sep 13, 2022","$399,825",3005,110
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Sep 14, 2022","$293,085",3005,111
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Sep 15, 2022","$273,384",3005,112
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Sep 16, 2022","$635,466",2604,113
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Sep 17, 2022","$1,009,956",2604,114
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Sep 18, 2022","$597,088",2604,115
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Sep 19, 2022","$199,940",2604,116
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Sep 20, 2022","$253,484",2604,117
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Sep 21, 2022","$210,228",2604,118
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Sep 22, 2022","$227,468",2604,119
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Sep 23, 2022","$466,266",2025,120
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Sep 24, 2022","$735,857",2025,121
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Sep 25, 2022","$414,076",2025,122
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Sep 26, 2022","$146,346",2025,123
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Sep 27, 2022","$175,692",2025,124
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Sep 28, 2022","$145,771",2025,125
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Sep 29, 2022","$134,727",2025,126
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Sep 30, 2022","$336,097",1561,127
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Oct 1, 2022","$575,061",1561,128
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Oct 2, 2022","$285,883",1561,129
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Oct 3, 2022","$96,810",1561,130
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Oct 4, 2022","$130,477",1561,131
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Oct 5, 2022","$125,504",1561,132
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Oct 6, 2022","$100,646",1561,133
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Oct 7, 2022","$225,781",1127,134
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Oct 8, 2022","$346,075",1127,135
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Oct 9, 2022","$233,386",1127,136
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Oct 10, 2022","$128,038",1127,137
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Oct 11, 2022","$88,121",1127,138
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Oct 12, 2022","$84,110",1127,139
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Oct 13, 2022","$87,690",1127,140
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Oct 14, 2022","$201,942",902,141
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Oct 15, 2022","$318,063",902,142
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Oct 16, 2022","$167,898",902,143
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Oct 17, 2022","$65,513",902,144
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Oct 18, 2022","$81,569",902,145
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Oct 19, 2022","$71,971",902,146
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Oct 20, 2022","$52,379",902,147
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Oct 21, 2022","$86,639",691,148
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Oct 22, 2022","$128,804",691,149
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Oct 23, 2022","$75,264",691,150
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Oct 24, 2022","$31,103",691,151
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Oct 25, 2022","$41,651",691,152
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Oct 26, 2022","$35,919",691,153
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Oct 27, 2022","$33,479",691,154
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Oct 28, 2022","$36,572",292,155
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Oct 29, 2022","$56,001",292,156
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Oct 30, 2022","$33,611",292,157
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Oct 31, 2022","$17,047",292,158
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Nov 1, 2022","$19,419",292,159
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Nov 2, 2022","$15,888",292,160
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Nov 3, 2022","$16,464",292,161
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Nov 4, 2022","$39,589",235,162
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Nov 5, 2022","$60,965",235,163
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Nov 6, 2022","$37,677",235,164
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Nov 7, 2022","$13,367",235,165
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Nov 8, 2022","$18,701",235,166
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Nov 9, 2022","$15,834",235,167
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Nov 10, 2022","$12,858",235,168
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Nov 11, 2022","$29,450",137,169
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Nov 12, 2022","$33,513",137,170
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Nov 13, 2022","$17,469",137,171
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Nov 14, 2022","$5,664",137,172
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Nov 15, 2022","$10,686",137,173
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Nov 16, 2022","$7,642",137,174
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Nov 17, 2022","$6,824",137,175
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Nov 18, 2022","$12,434",111,176
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Nov 19, 2022","$21,269",111,177
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Nov 20, 2022","$11,402",111,178
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Nov 21, 2022","$5,285",111,179
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Nov 22, 2022","$6,760",111,180
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Nov 23, 2022","$4,403",78,181
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Nov 24, 2022","$6,232",78,182
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Nov 25, 2022","$8,811",68,183
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Nov 26, 2022","$9,536",68,184
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Nov 27, 2022","$6,365",68,185
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Nov 28, 2022","$1,691",68,186
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Nov 29, 2022","$1,953",68,187
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Nov 30, 2022","$2,785",68,188
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Dec 1, 2022","$5,095",68,189
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Dec 2, 2022","$180,010",1864,190
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Dec 3, 2022","$311,170",1864,191
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Dec 4, 2022","$184,933",1864,192
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Dec 5, 2022","$70,315",1864,193
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Dec 6, 2022","$90,933",1864,194
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Dec 7, 2022","$84,811",1864,195
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Dec 8, 2022","$79,773",1864,196
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Dec 9, 2022","$114,488",1223,197
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Dec 10, 2022","$206,189",1223,198
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Dec 11, 2022","$131,964",1223,199
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Dec 12, 2022","$49,894",1223,200
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Dec 13, 2022","$61,443",1223,201
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Dec 14, 2022","$63,783",1223,202
1,Top Gun: Maverick,"$170,000,000",PG-13,Action,"Dec 15, 2022","$31,092",1223,203
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Nov 10, 2022","$28,000,000",0,0
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Nov 11, 2022","$84,285,721",4396,1
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Nov 12, 2022","$56,131,051",4396,2
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Nov 13, 2022","$40,922,989",4396,3
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Nov 14, 2022","$11,125,499",4396,4
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Nov 15, 2022","$12,636,707",4396,5
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Nov 16, 2022","$8,110,601",4396,6
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Nov 17, 2022","$7,480,079",4396,7
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Nov 18, 2022","$17,999,138",4396,8
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Nov 19, 2022","$28,772,668",4396,9
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Nov 20, 2022","$19,710,460",4396,10
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Nov 21, 2022","$7,002,759",4396,11
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Nov 22, 2022","$9,492,924",4396,12
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Nov 23, 2022","$10,052,869",4258,13
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Nov 24, 2022","$8,164,083",4258,14
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Nov 25, 2022","$18,230,476",4258,15
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Nov 26, 2022","$17,599,193",4258,16
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Nov 27, 2022","$9,754,235",4258,17
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Nov 28, 2022","$2,208,258",4258,18
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Nov 29, 2022","$2,681,411",4258,19
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Nov 30, 2022","$1,918,716",4258,20
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Dec 1, 2022","$1,851,240",4258,21
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Dec 2, 2022","$4,459,381",3855,22
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Dec 3, 2022","$8,171,837",3855,23
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Dec 4, 2022","$4,908,833",3855,24
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Dec 5, 2022","$1,162,850",3855,25
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Dec 6, 2022","$1,567,075",3855,26
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Dec 7, 2022","$1,144,653",3855,27
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Dec 8, 2022","$1,165,072",3855,28
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Dec 9, 2022","$2,860,689",3725,29
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Dec 10, 2022","$5,178,818",3725,30
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Dec 11, 2022","$3,195,195",3725,31
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Dec 12, 2022","$903,453",3725,32
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Dec 13, 2022","$1,144,342",3725,33
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Dec 14, 2022","$909,059",3725,34
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Dec 15, 2022","$688,851",3725,35
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Dec 16, 2022","$1,459,454",3380,36
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Dec 17, 2022","$2,274,228",3380,37
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Dec 18, 2022","$1,613,161",3380,38
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Dec 19, 2022","$836,634",3380,39
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Dec 20, 2022","$1,100,937",3380,40
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Dec 21, 2022","$898,080",3380,41
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Dec 22, 2022","$881,722",3380,42
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Dec 23, 2022","$986,968",2250,43
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Dec 24, 2022","$785,679",2250,44
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Dec 25, 2022","$1,719,937",2250,45
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Dec 26, 2022","$2,014,246",2250,46
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Dec 27, 2022","$1,784,546",2250,47
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Dec 28, 2022","$1,608,074",2250,48
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Dec 29, 2022","$1,590,802",2250,49
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Dec 30, 2022","$1,931,001",2310,50
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Dec 31, 2022","$1,422,992",2310,51
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Jan 1, 2023","$1,791,721",2310,52
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Jan 2, 2023","$1,643,640",2310,53
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Jan 3, 2023","$852,850",2310,54
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Jan 4, 2023","$665,349",2310,55
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Jan 5, 2023","$586,410",2310,56
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Jan 6, 2023","$972,586",2255,57
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Jan 7, 2023","$1,600,077",2255,58
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Jan 8, 2023","$950,793",2255,59
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Jan 9, 2023","$323,653",2255,60
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Jan 10, 2023","$393,707",2255,61
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Jan 11, 2023","$332,614",2255,62
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Jan 12, 2023","$299,326",2255,63
2,Black Panther: Wakanda Forever,"$250,000,000",PG-13,Action,"Jan 13, 2023","$544,042",1910,64
